AlbumId,ArtistId,Optional GenreId
4854,186690,215068
4860,None,147886
4861,139115,131552
4862,None,158282
4867,47581,33722
4883,169456,287681
4885,243651,173467
4887,163728,61215
4904,166141,34486
4908,226998,214765
4912,127895,172023
4922,12920,176858
4933,101219,
4941,11241,158282
4943,65499,256783
4944,219924,147886
4949,76454,214765
4958,2567,224280
4962,114874,33722
4965,245387,61215
4970,269853,287681
4971,143036,287681
4973,211661,287681
4976,53478,208198
4981,281834,
4983,84608,61215
5006,100169,162234
5022,258877,173467
5027,205367,
5028,48800,155264
5035,105458,17453
5038,52355,
5040,62241,82064
5052,154907,274088
5053,263587,34486
5057,None,208198
5061,182570,214765
5064,289749,216462
5076,154157,199606
5079,209104,34486
5088,77309,61215
5119,None,
5124,None,
5125,296013,274088
5126,119056,17680
5136,113759,131552
5145,4311,199412
5146,187229,173467
5151,None,147886
5154,278226,61215
5157,None,
5158,27129,33722
5160,211082,61215
5161,283997,172023
5167,41507,61215
5172,88548,33722
5175,137868,61215
5176,3953,61215
5195,264325,158282
5197,108868,33722
5200,None,
5206,236794,61215
5211,280103,33722
5212,161435,61215
5217,193440,113360
5224,11089,219193
5227,75165,33722
5238,1349,61215
5245,197613,158282
5248,190518,61215
5252,16587,208198
5253,9855,103715
5259,189708,61215
5264,9349,162234
5265,70793,88853
5269,None,61215
5306,60330,61215
5308,172223,61215
5329,221947,33722
5334,57522,77904
5343,267405,158282
5344,57181,61215
5356,179689,172023
5358,21380,61215
5362,32117,149962
5383,52921,173467
5397,281022,131552
5399,None,
5401,10951,241089
5412,244384,61215
5419,None,131552
5420,None,173467
5428,182156,61215
5430,24371,287681
5432,87506,61215
5441,170675,136406
5455,None,218185
5458,64052,158282
5460,124430,158282
5470,31561,61215
5476,141852,172023
5477,286938,173467
5484,277464,131552
5500,252184,33204
5504,36899,173467
5507,172223,61215
5511,187518,61215
5516,268760,
5518,263822,77904
5531,285462,208198
5542,121889,274088
5546,3710,
5550,127151,61215
5552,111982,173467
5554,226628,61215
5555,125845,208198
5563,113227,259280
5569,None,17453
5570,93657,131552
5571,None,34486
5575,270867,176858
5582,68020,131552
5584,70009,172023
5587,187609,61215
5608,158173,162234
5610,27932,287681
5611,46663,208198
5614,244384,88853
5615,13428,61215
5618,250752,61215
5619,200476,224280
5623,24234,61215
5626,59219,287681
5634,254105,274161
5637,204372,214765
5644,138078,149962
5653,279988,131552
5655,None,173467
5662,151059,172023
5663,223043,172023
5666,237775,61215
5674,174467,199606
5676,266129,61215
5680,126233,199606
5690,47263,198263
5692,165161,158282
5705,82781,131552
5706,275191,158282
5707,291812,33722
5708,246910,214765
5710,176963,198263
5729,None,34486
5731,None,
5732,71368,17453
5737,224886,131552
5745,102407,33722
5752,137125,
5757,7593,173467
5761,103988,17453
5763,56128,173467
5765,6509,
5766,43039,61215
5771,222021,173467
5775,175309,131552
5783,None,158282
5788,96989,162673
5793,256485,219193
5800,271604,34486
5804,274378,
5809,162485,214765
5813,199723,61215
5819,147606,131552
5827,289660,33722
5836,None,61215
5840,255936,35389
5841,165065,34486
5854,121457,176858
5861,203462,155264
5863,None,
5867,270485,201738
5868,58387,293688
5871,None,158282
5887,23717,35389
5894,153828,173655
5903,190518,61215
5905,180487,131552
5913,None,82064
5922,107804,211809
5927,177476,208198
5928,73840,33722
5931,121788,214765
5938,113759,131552
5939,68326,18161
5940,293278,131552
5946,161435,61215
5948,None,182697
5952,227176,208198
5961,190518,61215
5968,272746,208198
5973,34582,259280
5979,None,274088
5984,113291,61215
5990,20557,182697
5999,31321,61215
6000,292668,34486
6006,99269,33722
6011,282891,199606
6029,57989,61215
6032,237574,208198
6036,81199,109592
6046,5730,33722
6050,44785,61215
6053,125845,208198
6062,None,
6069,269857,131552
6071,223911,61215
6074,188358,17453
6076,25965,61215
6091,27719,131552
6129,253660,88853
6131,256355,61215
6135,167881,287681
6147,170825,33722
6151,294489,198263
6167,231128,33722
6168,276530,173467
6170,161583,214765
6172,72789,214765
6179,274999,61215
6185,None,
6186,None,61215
6190,21306,9432
6201,275945,82064
6202,None,88853
6205,165053,214765
6208,131902,149962
6214,49584,33722
6221,None,131552
6226,261301,173467
6231,279967,61215
6232,162885,158282
6235,140537,199606
6236,5232,131552
6253,215542,61215
6261,54144,173467
6267,122715,158282
6274,119996,158282
6279,218424,33204
6286,99615,172023
6288,261836,33722
6291,5232,131552
6293,236546,131552
6297,None,131552
6301,294093,198263
6310,203229,33722
6337,6124,31567
6343,273173,173467
6346,93804,33722
6351,226747,17453
6355,172223,61215
6357,236393,173467
6361,None,158282
6366,241838,208198
6369,260123,198263
6384,39540,75691
6390,145837,214765
6392,131683,131552
6397,None,61215
6399,137396,99415
6400,171390,287681
6402,None,
6416,None,259280
6419,150050,61215
6435,73411,158282
6441,241590,48505
6442,269275,173655
6452,12920,176858
6455,245508,35389
6458,None,
6475,181949,
6479,22697,61215
6485,57612,173467
6491,26650,17453
6493,180442,158282
6494,92774,61215
6495,47324,149962
6496,264755,287681
6502,199204,61215
6511,262639,189467
6514,163185,48505
6516,287757,61215
6518,271316,33722
6530,75502,208198
6533,287887,173467
6537,None,
6554,75960,155264
6555,47562,214765
6562,251901,82064
6581,84678,208198
6584,162906,287681
6592,27172,287681
6603,206388,131552
6605,275784,131552
6627,292979,201738
6628,175892,158282
6632,28341,131552
6633,279057,208198
6638,143825,198263
6649,27172,287681
6654,66316,33722
6655,168358,279143
6666,None,61215
6670,61547,61215
6683,162984,287681
6685,172223,61215
6689,67708,287681
6691,35922,287681
6698,74474,208198
6709,23717,35389
6712,57037,61215
6718,155859,158282
6721,199274,172023
6724,222273,61215
6730,103916,61215
6739,66204,88853
6742,149734,173467
6748,30417,287681
6752,1842,131552
6762,23798,33722
6763,None,
6773,295987,77904
6786,164412,173467
6794,121889,274088
6798,105146,199606
6808,287779,172023
6815,64052,158282
6825,157933,131552
6835,113978,198263
6836,132284,214765
6837,195962,176858
6839,243623,231121
6840,39540,75691
6847,295381,82064
6858,271604,34486
6861,172223,61215
6864,82573,199606
6869,251343,287681
6880,None,61215
6881,262460,61215
6887,269166,274161
6902,161536,172023
6904,159951,147886
6906,None,149962
6910,263882,48505
6915,161823,33722
6922,8165,91653
6925,170825,33722
6933,255067,274088
6940,None,61215
6942,211661,287681
6943,84471,158282
6950,261571,173467
6957,173355,287681
6961,None,
6966,227135,61215
6967,25581,214765
6977,103665,61215
6978,265616,173467
6983,203034,158282
7003,46713,33722
7008,250752,61215
7019,159380,271945
7027,147502,
7028,258827,61215
7048,269466,274088
7056,286472,17453
7058,232649,33722
7064,51948,33722
7065,7447,61215
7066,104758,48505
7067,178617,61215
7070,None,131552
7074,155859,158282
7082,None,208198
7083,226747,17453
7090,83803,218185
7092,58102,61215
7097,185975,147886
7098,108236,158282
7105,166141,34486
7111,49714,176858
7112,242177,61215
7117,241552,61215
7120,231613,158282
7122,194549,172023
7124,None,201738
7131,135552,199606
7134,148014,
7135,73328,33722
7137,None,
7139,272746,208198
7141,114196,88853
7145,197278,173467
7149,63881,61215
7154,279530,173467
7155,None,
7161,151565,131552
7165,162885,158282
7178,294489,198263
7181,222021,173467
7197,224606,173467
7203,125609,33722
7208,226747,209270
7209,277818,173467
7210,155836,33722
7212,182156,61215
7213,None,
7219,198078,287681
7223,159455,287681
7229,49113,17453
7231,181236,158282
7232,255527,285888
7245,98599,268304
7252,271315,158282
7259,219138,198263
7263,32481,201738
7266,None,75691
7276,239346,131552
7277,121680,208198
7280,None,48505
7286,121511,158282
7295,110654,61215
7297,242948,158282
7298,76279,33204
7308,50487,61215
7315,203491,158282
7323,247917,201738
7328,242177,61215
7340,64695,214765
7343,2176,33204
7344,202592,208198
7351,118828,147886
7356,None,214765
7364,6756,274161
7366,16355,61215
7369,93268,88853
7371,37525,173467
7377,None,131552
7392,287719,61215
7394,198148,61215
7399,None,
7402,124848,61215
7414,73534,214765
7422,140012,268304
7431,245978,
7433,152360,208198
7448,84356,173467
7449,250370,173467
7450,194018,259280
7463,88689,199606
7469,3607,158282
7471,58463,155264
7475,None,61215
7480,179694,131552
7482,5551,173467
7483,255586,173467
7484,None,287681
7486,288879,131552
7508,208837,147886
7514,140302,61215
7518,77309,61215
7519,21690,172023
7523,183986,287681
7533,69544,177561
7538,233608,61215
7541,161145,61215
7551,66140,173467
7560,33790,214765
7569,222273,158282
7576,226368,61215
7587,102573,76912
7588,234140,33722
7590,23301,131552
7597,207531,259669
7601,96760,216462
7606,291812,33722
7607,186367,158282
7616,103916,61215
7621,None,33722
7623,90443,131552
7625,84678,208198
7626,245471,116130
7629,198200,214765
7641,None,77904
7642,None,155264
7648,151688,105160
7649,244384,61215
7651,95582,287681
7656,186106,61215
7660,49441,158282
7661,185975,147886
7671,None,
7682,161583,214765
7690,None,61215
7694,None,
7702,39540,75691
7703,290658,214765
7719,52963,198263
7720,None,61215
7729,83698,172023
7738,197314,214765
7742,None,
7745,281855,61215
7749,53537,77904
7753,135746,293670
7768,135878,17453
7769,183274,35389
7771,85506,131552
7773,104786,231121
7783,262639,189467
7786,92031,214765
7787,11828,131552
7798,105863,198263
7799,210480,158282
7806,None,61215
7812,255586,131552
7814,23784,242383
7817,None,
7819,10636,98687
7838,271604,34486
7848,211620,199606
7869,182540,172023
7870,294988,208198
7879,247955,131552
7882,None,61215
7888,280850,131552
7890,None,208198
7934,244654,242383
7935,None,61215
7939,195772,61215
7942,209280,33722
7949,76721,244713
7951,276688,230141
7955,75966,34486
7958,116806,131552
7969,28341,131552
7971,135765,131552
7986,121601,131552
7987,274363,287681
7996,None,61215
8001,None,61215
8009,285819,34486
8010,72468,155264
8032,145021,158282
8038,112356,113360
8054,270485,201738
8064,239560,61215
8065,188127,279143
8071,174174,155264
8076,None,
8086,25614,33722
8089,128069,158282
8103,51045,274088
8107,158485,17453
8110,110105,147886
8111,112354,287681
8120,222407,35389
8123,19833,17453
8124,154852,158282
8126,None,155264
8138,192435,287681
8146,133423,
8151,81749,77904
8152,52162,88853
8160,35144,173655
8170,261562,77904
8173,277464,131552
8177,None,61215
8184,149398,149962
8185,79758,33722
8199,225015,287681
8212,105364,214765
8237,276220,259280
8240,118736,131552
8241,263750,174731
8255,None,
8264,140547,61215
8272,193321,158282
8297,126611,82064
8308,190450,61215
8318,259096,287681
8322,132662,88853
8334,118924,158282
8338,3091,131552
8352,None,
8356,None,131552
8361,106351,131552
8363,None,61215
8370,111896,201738
8371,40033,172023
8374,201697,214765
8375,175257,45077
8380,39540,147886
8388,17204,287681
8392,250370,173467
8396,141977,173467
8403,219702,176858
8405,290788,158282
8414,70759,207481
8427,20204,33722
8434,147101,33722
8436,135354,61215
8443,127151,61215
8452,70948,214765
8457,44506,147886
8461,24313,199606
8464,None,61215
8474,171697,162234
8475,171125,61215
8492,55967,155264
8500,116553,61215
8505,36899,173467
8508,130808,61215
8509,235677,173467
8511,247955,131552
8512,41547,173467
8520,287914,173467
8529,237056,142021
8533,59784,61215
8535,194874,199606
8539,141852,172023
8545,28341,131552
8549,190,
8554,172482,34486
8564,291812,33722
8577,59921,214765
8580,144863,214765
8602,142823,174731
8610,144802,61215
8618,167959,201738
8625,83537,158282
8626,262975,172023
8628,None,259280
8635,135683,
8640,263065,198263
8644,176213,33722
8651,183916,61215
8655,256769,208198
8661,253660,88853
8674,110211,33204
8675,73908,124579
8677,39540,61215
8679,73411,158282
8681,88820,198263
8685,33269,61215
8690,147606,131552
8695,35496,173467
8700,27932,158282
8706,96246,35389
8707,24101,131552
8708,192648,155264
8718,141677,88853
8720,288001,61215
8721,142632,61215
8723,30133,33722
8724,238818,214765
8725,58658,61215
8729,114848,33722
8738,281022,47898
8741,113759,131552
8751,6831,199606
8756,66261,214765
8768,98077,131552
8772,85020,214765
8775,21631,173467
8777,None,131552
8778,222973,35389
8782,292,34486
8783,232604,61215
8785,155932,158282
8791,275852,77904
8796,155832,35389
8803,293817,214765
8807,293278,131552
8811,263502,172023
8823,189852,61215
8832,None,61215
8833,35280,61215
8835,178205,131552
8837,93372,61215
8840,111666,173467
8845,166469,208198
8864,None,35389
8865,180487,131552
8872,273554,88853
8875,88548,33722
8878,None,287681
8881,23863,126500
8882,None,61215
8883,176213,33722
8889,252290,158282
8896,131597,124579
8899,25900,266781
8904,None,61215
8905,38515,147886
8909,57037,61215
8918,None,131552
8919,230095,162234
8920,247050,173467
8936,263204,67331
8957,73250,61215
8958,None,131552
8960,207820,
8976,189368,155788
8982,157933,131552
8985,54886,61215
8987,208080,199606
8988,151848,61215
8999,155932,158282
9000,182023,158282
9009,191782,147886
9012,None,61215
9013,164963,88853
9019,190543,61215
9038,247955,131552
9039,9330,17453
9044,53553,176858
9047,108526,33204
9051,21322,61215
9054,147668,201738
9061,44887,199606
9071,206384,131552
9078,278591,61215
9084,151848,61215
9099,277406,61215
9116,247955,131552
9117,277464,131552
9122,181042,274161
9124,281536,131552
9129,292979,230141
9136,166141,34486
9143,66709,9432
9149,None,35389
9150,51948,224280
9153,88548,33722
9154,48800,214765
9155,290957,34486
9159,205408,33722
9162,2488,131552
9166,2801,214765
9167,56450,173467
9168,241958,173467
9176,17875,214765
9178,257560,61215
9181,27500,35389
9188,131928,
9194,42563,158282
9195,83739,214765
9206,93705,158282
9220,294006,147886
9223,19065,61215
9231,134869,131552
9236,28987,287681
9243,45832,158282
9244,16042,
9245,None,158282
9248,84913,149962
9251,231299,61215
9269,75613,48505
9270,292007,287681
9273,262626,113360
9275,274479,208198
9281,84356,173467
9291,141326,33722
9298,151565,131552
9307,51948,33722
9310,279332,274088
9323,110654,61215
9325,240805,208198
9336,127229,61215
9344,270238,61215
